/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,324,400,340,437,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,276,358,290,400,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,214,220,228,245,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,343,289,359,317,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,439,88,449,106,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,442,17,452,35,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,477,42,489,53,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,511,56,524,67,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,552,77,573,97,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,549,131,571,158,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,570,116,594,134,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,477,84,491,105,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,487,108,500,123,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,384,77,396,84,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,383,67,399,76,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,321,7,328,16,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,242,33,253,42,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,94,67,106,79,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,98,60,108,67,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,179,58,189,74,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,56,19,67,32,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,395,84,421,105,heavy vehicle
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/100.jpg,113,13,130,28,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/101.jpg,239,33,251,42,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/101.jpg,289,39,306,55,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/101.jpg,319,4,331,24,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/101.jpg,385,76,395,88,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/101.jpg,382,67,395,77,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/US_50_at_MO_291S_vi_drone_img/101.jpg,439,18,451,42,car
