/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,155,80,167,97,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,155,108,168,129,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,172,128,178,141,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,177,122,187,134,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,166,159,175,177,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,175,149,184,170,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,172,181,186,206,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,183,192,195,214,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,209,208,228,225,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,230,188,245,207,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,369,174,383,196,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,438,102,452,114,car
/media/santosh/newdrive/prafulla/aerial_motion_dataset/0_aerial_final_dataset/Drone_flying_by_traffic_Round_About_Alaska_style_YouTube_Edited/in001.jpg,542,45,556,61,car
